,Model,Year,Oil,Volume,Power,GSB,Drive,Color,Kilometers,Wheel,Generation,Complectation,Price,Pred_Price
1274,4x4 2121 Нива,2013,бензин,1.7,83,механика,4WD,белый,93000,левый,1 поколение,1.7 MT,335000,333379.2561187744
1276,2115 Самара,2007,бензин,1.6,81,механика,передний,черный,250000,левый,1 поколение,1.6 MT 21154-22-010,85000,142738.8193359375
1282,2112,2006,бензин,1.6,81,механика,передний,синий,137000,левый,1 поколение,1.6 MT Базовая 5-дв.,130000,120995.91302490234
1283,2108,1988,бензин,1.3,64,механика,передний,белый,55555,левый,1 поколение,1.3 MT 21086,40000,60146.412841796875
1284,2115 Самара,2003,бензин,1.5,76,механика,передний,серебристый,251300,левый,1 поколение,1.5i MT Базовая,65000,79257.89372253418
1287,2114 Самара,2004,бензин,1.5,77,механика,передний,серебристый,295000,левый,1 поколение,1.5 MT Базовая,75000,80251.00224304199
1288,2114 Самара,2013,бензин,1.6,81,механика,передний,черный,157000,левый,1 поколение,1.6 MT 21144-42-010,250000,257083.98348999023
1290,Веста Кросс,2018,бензин,1.6,106,механика,передний,синий,49000,левый,1 поколение,1.6 MT Luxe,800000,896932.402420044
1291,Х-рей,2016,бензин,1.6,106,механика,передний,коричневый,87000,левый,1 поколение,1.6 МТ Optima,685000,684995.9703826904
1292,Ларгус,2013,бензин,1.6,84,механика,передний,белый,203000,левый,1 поколение,1.6 MT Norma 5 мест,390000,489845.99841308594
1294,2114 Самара,2007,бензин,1.5,77,механика,передний,серебристый,35000,левый,1 поколение,1.5 MT Базовая,130000,144126.0686340332
1295,2114 Самара,2004,бензин,1.5,77,механика,передний,синий,188000,левый,1 поколение,1.5 MT Базовая,120000,85619.28366088867
1296,2112,2004,бензин,1.5,78,механика,передний,серебристый,408000,левый,1 поколение,1.5 MT Базовая 5-дв. 21122,50000,50415.373931884766
1298,2115 Самара,2008,бензин,1.6,81,механика,передний,черный,240000,левый,1 поколение,1.6 MT 21154-20-010,155000,162426.21127319336
1299,4x4 2121 Нива,2017,бензин,1.7,83,механика,4WD,зеленый,56000,левый,1 поколение,1.7 MT Стандарт,529000,459185.3180541992
1300,4x4 2131 Нива,2002,бензин,1.8,82,механика,4WD,белый,162352,левый,1 поколение,1.8 MT Стандарт-21312,135000,135012.0747680664
1301,Х-рей,2016,бензин,1.6,106,механика,передний,белый,270000,левый,1 поколение,1.6 МТ Luxe,599000,598997.2419281006
1302,Гранта,2013,бензин,1.6,98,АКПП,передний,черный,143000,левый,1 поколение,1.6 AT Люкс,434900,438863.8758239746
1305,2112,2004,бензин,1.5,91,механика,передний,зеленый,180000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,120000,91509.22546386719
1309,Веста,2017,бензин,1.6,106,механика,передний,серебристый,170000,левый,1 поколение,1.6 MT Luxe + пакет Multimedia,640000,659737.5374298096
1310,2114 Самара,2004,бензин,1.5,77,механика,передний,серебристый,200287,левый,1 поколение,1.5 MT Базовая,70000,94963.93377685547
1311,2115 Самара,2003,бензин,1.5,76,механика,передний,зеленый,211000,левый,1 поколение,1.5i MT Базовая,80000,82835.82403564453
1312,Нива Тревел,2021,бензин,1.7,80,механика,4WD,белый,19000,левый,1 поколение,1.7 MT Classic,1050000,956001.0359954834
1316,Гранта,2015,бензин,1.6,106,механика,передний,голубой,156600,левый,1 поколение,1.6 MT Люкс,400000,517533.17460632324
1317,Гранта,2014,бензин,1.6,87,механика,передний,белый,156000,левый,1 поколение,1.6 MT Норма,335000,344698.9167480469
1318,4x4 2121 Нива,1999,бензин,1.7,79,механика,4WD,белый,149625,левый,1 поколение,1.7 MT,150000,182667.2486114502
1321,4x4 Урбан,2019,бензин,1.7,83,механика,4WD,серый,35000,левый,1 поколение,1.7 MT Luxe 3 дв.,1000000,823818.5118255615
1322,Веста,2021,бензин,1.6,106,механика,передний,белый,25000,левый,1 поколение,1.6 MT Classic,1190000,871478.8519439697
1323,1111 Ока,2000,бензин,0.7,33,механика,передний,синий,80000,левый,1 поколение,0.6 MT 11113,94000,40467.26045227051
1325,2114 Самара,2005,бензин,1.5,77,механика,передний,серебристый,205000,левый,1 поколение,1.5 MT Базовая,50000,102060.49858093262
1327,2109,1999,бензин,1.5,68,механика,передний,зеленый,188000,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,122000,41480.7678527832
1328,Гранта,2016,бензин,1.6,106,механика,передний,коричневый,65000,левый,1 поколение,1.6 MT Люкс,545000,551390.6497039795
1333,Гранта,2017,бензин,1.6,87,механика,передний,белый,115000,левый,1 поколение,1.6 MT Classic + пакет Start,410000,545692.9505310059
1334,2115 Самара,2003,бензин,1.5,76,механика,передний,голубой,218542,левый,1 поколение,1.5i MT Базовая,65000,84889.76863098145
1335,Ларгус Кросс,2021,бензин,1.6,106,механика,передний,черный,56000,левый,"1 поколение, рестайлинг",1.6 MT Comfort 5 мест,1230000,1229994.969985962
1336,2112,2000,бензин,1.5,91,механика,передний,зеленый,40000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,52000,81942.3703918457
1338,2114 Самара,2005,бензин,1.5,77,механика,передний,серебристый,200000,левый,1 поколение,1.5 MT Базовая,85000,102837.20988464355
1341,2114 Самара,2012,бензин,1.6,81,механика,передний,серебристый,200000,левый,1 поколение,1.6 MT 21144-40-022,170000,154964.82626342773
1342,2114 Самара,2010,бензин,1.6,81,механика,передний,серый,265858,левый,1 поколение,1.6 MT 21144-20-010,140000,149150.35668945312
1343,2114 Самара,2004,бензин,1.5,77,механика,передний,серебристый,100000,левый,1 поколение,1.5 MT Базовая,65000,110542.74305725098
1344,2106,1997,бензин,1.6,75,механика,задний,белый,49843,левый,1 поколение,1.6 MT 21065,28000,66838.53134155273
1345,2112,2005,бензин,1.6,89,механика,передний,серый,236000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,140000,109765.12693786621
1350,4x4 2121 Нива,1989,бензин,1.6,73,механика,4WD,белый,4983,левый,1 поколение,1.6 MT,130000,137211.2812652588
1352,2114 Самара,2011,бензин,1.6,81,механика,передний,серый,168000,левый,1 поколение,1.6 MT 21144-32-010,219000,241426.98783874512
1353,Веста Кросс,2018,бензин,1.8,122,механика,передний,оранжевый,40000,левый,1 поколение,1.8 MT Luxe + пакет Prestige,950000,907068.7370605469
1354,2114 Самара,2004,бензин,1.5,77,механика,передний,желтый,150000,левый,1 поколение,1.5 MT Базовая,59000,100276.92309570312
1355,4x4 2131 Нива,2015,бензин,1.7,83,механика,4WD,серебристый,159000,левый,1 поколение,1.7 MT Стандарт,405000,355889.43269348145
1357,Гранта,2021,бензин,1.6,106,механика,передний,серый,10500,левый,"1 поколение, рестайлинг",1.6 MT Comfort,800000,824702.651260376
1358,2112,2000,бензин,1.5,91,механика,передний,серебристый,150000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,35000,67537.0845336914
1361,1111 Ока,2002,бензин,0.7,33,механика,передний,белый,70000,левый,1 поколение,0.6 MT 11113,40000,59691.6590423584
1364,Приора,2012,бензин,1.6,98,механика,передний,зеленый,90000,левый,1 поколение,1.6 MT Норма 21723-01-041,305000,309836.33866882324
1366,2113 Самара,2011,бензин,1.6,98,механика,передний,белый,233445,левый,1 поколение,1.6 MT Стандарт 21134-26-000,150000,149999.2674407959
1369,2115 Самара,2000,бензин,1.5,70,механика,передний,голубой,165325,левый,1 поколение,1.5 MT Базовая,119000,92764.16186523438
1371,2111,2002,бензин,1.5,78,механика,передний,зеленый,100000,левый,1 поколение,1.5i MT Норма,150000,85369.67198181152
1372,2111,2001,бензин,1.5,91,механика,передний,серебристый,222000,левый,1 поколение,1.5i MT Стандарт,29000,129457.60046386719
1373,4x4 2121 Нива,1996,бензин,1.7,80,механика,4WD,белый,197000,левый,1 поколение,1.7 MT,115000,159900.34327697754
1374,4x4 2121 Нива,2011,бензин,1.7,80,механика,4WD,белый,183000,левый,1 поколение,1.7 MT Стандарт,292000,361691.76750183105
1375,4x4 2121 Нива,2011,бензин,1.7,80,механика,4WD,белый,183000,левый,1 поколение,1.7 MT Стандарт,292000,361691.76750183105
1378,2115 Самара,2001,бензин,1.5,70,механика,передний,синий,250000,левый,1 поколение,1.5 MT Базовая,80000,75642.73526000977
1379,Приора,2010,бензин,1.6,98,механика,передний,черный,220000,левый,1 поколение,1.6 MT Норма 21723-81-045,350000,274284.19035339355
1380,Веста,2017,бензин,1.6,106,механика,передний,серебристый,104000,левый,1 поколение,1.6 MT Comfort,750000,848172.622177124
1389,1111 Ока,2001,бензин,0.7,33,механика,передний,бордовый,6000,левый,1 поколение,0.6 MT 11113,65000,86234.15982055664
1390,2112,2002,бензин,1.5,91,механика,передний,бежевый,80000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,55000,115573.01693725586
1391,Гранта,2019,бензин,1.6,87,механика,передний,серебристый,28000,левый,"1 поколение, рестайлинг",1.6 MT Classic,640000,625916.9863433838
1394,2103,1974,бензин,1.5,77,механика,задний,белый,110000,левый,1 поколение,1.5 MT 2103,59000,59003.69055175781
1397,2114 Самара,2004,бензин,1.5,77,механика,передний,серебристый,178000,левый,1 поколение,1.5 MT Базовая,100000,98426.0467376709
1400,2112,2007,бензин,1.6,89,механика,передний,синий,160000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,125000,110097.96978759766
1401,Веста Кросс,2018,бензин,1.8,122,робот,передний,белый,59000,левый,1 поколение,1.8 AMT Luxe + пакет Prestige,900000,870840.1750640869
1407,Гранта,2018,бензин,1.6,87,механика,передний,белый,51000,левый,"1 поколение, рестайлинг",1.6 MT Classic,510000,605275.6712188721
1409,2115 Самара,2005,бензин,1.5,76,механика,передний,желтый,200000,левый,1 поколение,1.5i MT Базовая,90000,100385.63053894043
1415,2114 Самара,2010,бензин,1.6,80,механика,передний,белый,97000,левый,1 поколение,1.6 MT 21144-22-010,180000,179992.80624389648
1416,4x4 2121 Нива,1993,бензин,1.6,73,механика,4WD,красный,200000,левый,1 поколение,1.6 MT,55000,143473.31620788574
1418,2111,2004,бензин,1.5,78,механика,передний,синий,131800,левый,1 поколение,1.5i MT Норма,109000,87516.19619750977
1420,4x4 2121 Нива,2013,бензин,1.7,83,механика,4WD,бордовый,73000,левый,1 поколение,1.7 MT Стандарт,365000,443101.6296386719
1421,4x4 2121 Нива,1988,бензин,1.6,73,механика,4WD,зеленый,85000,левый,1 поколение,1.6 MT Base,150000,69053.81118774414
1423,4x4 2131 Нива,2007,бензин,1.7,80,механика,4WD,зеленый,60000,левый,1 поколение,1.7 MT Стандарт,268000,281720.87188720703
1424,2114 Самара,2010,бензин,1.6,81,механика,передний,серебристый,275000,левый,1 поколение,1.6 MT 21144-22-010,195000,169660.14700317383
1426,2112,2002,бензин,1.5,91,механика,передний,серебристый,86898,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,55000,92996.87762451172
1429,21099,2000,бензин,1.5,70,механика,передний,зеленый,230000,левый,1 поколение,1.5 MT 21099-00 Стандарт,50000,48679.84909057617
1430,2112,2005,бензин,1.6,89,механика,передний,серый,1,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,200000,146425.74508666992
1433,Приора,2016,бензин,1.6,87,механика,передний,белый,103000,левый,"1 поколение, рестайлинг",1.6 MT Стандарт 21702-40-050,455000,447425.7533416748
1438,21099,2002,бензин,1.5,78,механика,передний,серебристый,7777,левый,1 поколение,1.5i MT 21099-22 Люкс,35000,97790.82843017578
1439,2109,2004,бензин,1.5,78,механика,передний,серебристый,170000,левый,"1 поколение, рестайлинг",1.5i MT,10000,75099.44212341309
1441,2112,2004,бензин,1.5,91,механика,передний,серый,220000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,80000,103855.11209106445
1442,2115 Самара,2004,бензин,1.5,76,механика,передний,серебристый,269,левый,1 поколение,1.5i MT Базовая,125000,126082.30961608887
1443,4x4 2121 Нива,2020,бензин,1.7,83,механика,4WD,белый,59000,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,850000,1008670.273223877
1444,2101,1982,бензин,1.2,59,механика,задний,бежевый,60000,левый,1 поколение,1.2 MT 21013,40000,64716.642990112305
1445,4x4 2121 Нива,1978,бензин,1.6,73,механика,4WD,зеленый,54000,левый,1 поколение,1.6 MT,120000,50038.63540649414
1446,2112,2003,бензин,1.5,91,механика,передний,серебристый,232000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,87000,78285.09782409668
1451,2104,1996,бензин,1.5,71,механика,задний,белый,85000,левый,1 поколение,1.5 MT5 21043,68000,75786.32272338867
1455,2104,1987,бензин,1.3,64,механика,задний,белый,94000,левый,1 поколение,1.3 MT 2104,130000,47263.269470214844
1457,2115 Самара,2005,бензин,1.5,76,механика,передний,серебристый,140000,левый,1 поколение,1.5i MT Базовая,65000,112204.87310791016
1458,2115 Самара,2002,бензин,1.5,70,механика,передний,зеленый,311718,левый,1 поколение,1.5 MT Базовая,90000,82454.99215698242
1459,Гранта,2013,бензин,1.6,98,АКПП,передний,синий,134000,левый,1 поколение,1.6 AT Люкс,420000,418099.9111480713
1460,2109,1990,бензин,1.3,64,механика,передний,белый,100000,левый,1 поколение,1.3 MT,55000,46413.118591308594
1462,2112,2006,бензин,1.6,89,механика,передний,зеленый,147539,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,79999,112775.97445678711
1463,2106,1992,бензин,1.3,64,механика,задний,бежевый,78654,левый,1 поколение,1.3 MT 21063,110000,94355.32102966309
1466,2114 Самара,2013,бензин,1.6,89,механика,передний,белый,200000,левый,1 поколение,1.6 MT 211440-24,195000,223557.7756500244
1468,Веста,2020,бензин,1.6,113,вариатор,передний,серый,14000,левый,1 поколение,1.6 CVT Comfort,1200000,1199993.5262756348
1472,2106,1995,бензин,1.5,72,механика,задний,белый,140000,левый,1 поколение,1.5 MT4 21061,65000,92003.65112304688
1473,21099,1999,бензин,1.5,70,механика,передний,зеленый,189446,левый,1 поколение,1.5 MT 21099-00 Стандарт,66000,47150.90625
1475,Гранта,2021,бензин,1.6,87,механика,передний,серый,5500,левый,"1 поколение, рестайлинг",1.6 MT Standart,755000,582673.1568450928
1477,2106,2004,бензин,1.6,75,механика,задний,белый,75000,левый,1 поколение,1.6 MT5 2106,95000,105287.37142944336
1479,2114 Самара,2013,бензин,1.6,81,механика,передний,черный,105000,левый,1 поколение,1.6 MT 21144-40-021,280000,203272.4358215332
1480,4x4 2121 Нива,1997,бензин,1.7,80,механика,4WD,белый,140000,левый,1 поколение,1.7 MT,120000,176583.54501342773
1482,Нива Тревел,2021,бензин,1.7,80,механика,4WD,серый,35000,левый,1 поколение,1.7 MT Comfort,1055000,1055004.136795044
1485,2106,2001,бензин,1.6,75,механика,задний,синий,175000,левый,1 поколение,1.6 MT4 2106,75000,93081.53816223145
1487,Гранта,2013,бензин,1.6,98,АКПП,передний,серый,125420,левый,1 поколение,1.6 AT Люкс,360000,446563.3024597168
1488,21099,2000,бензин,1.5,70,механика,передний,голубой,185621,левый,1 поколение,1.5 MT 21099-00 Стандарт,60000,58799.3191986084
1489,2104,2004,бензин,1.5,71,механика,задний,синий,40000,левый,1 поколение,1.5 MT4 21043,75000,97134.42892456055
1490,2104,2012,бензин,1.6,74,механика,задний,серебристый,25900,левый,1 поколение,1.6 MT 21041,269000,222886.28315734863
1491,2112,2002,бензин,1.5,91,механика,передний,серебристый,135800,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,150000,85400.33039855957
1493,2114 Самара,2005,бензин,1.5,77,механика,передний,черный,150000,левый,1 поколение,1.5 MT Базовая,140000,121513.02746582031
1494,Гранта,2020,бензин,1.6,87,механика,передний,белый,21000,левый,"1 поколение, рестайлинг",1.6 MT Standart,260000,547319.6944122314
1499,2112,2003,бензин,1.5,91,механика,передний,серебристый,80,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,125000,114312.07489013672
1501,4x4 2121 Нива,2020,бензин,1.7,83,механика,4WD,коричневый,17000,левый,"1 поколение, рестайлинг",1.7 MT Luxe,1000000,1009324.9710845947
1502,2112,2007,бензин,1.6,89,механика,передний,серый,320000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,65000,112373.76281738281
1512,Гранта,2014,бензин,1.6,82,механика,передний,коричневый,133000,левый,1 поколение,1.6 MT Стандарт,310000,316040.9526062012
1515,2112,2004,бензин,1.5,91,механика,передний,зеленый,685669,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,55000,12957.459915161133
1516,2109,2001,бензин,1.5,68,механика,передний,зеленый,179000,левый,"1 поколение, рестайлинг",1.5 MT Норма,86000,80016.98599243164
1517,4x4 2121 Нива,1988,бензин,1.6,73,механика,4WD,зеленый,33000,левый,1 поколение,1.6 MT,150000,131587.75172424316
1518,2114 Самара,2006,бензин,1.5,77,механика,передний,белый,185000,левый,1 поколение,1.5 MT Базовая,110000,103756.28642272949
1520,2101,1983,бензин,1.3,64,механика,задний,голубой,200000,левый,1 поколение,1.3 MT 21011,28000,91922.4327545166
1523,2112,2003,бензин,1.5,91,механика,передний,серебристый,250000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,78000,75488.93713378906
1525,4x4 2121 Нива,2019,бензин,1.7,83,механика,4WD,белый,38000,левый,1 поколение,1.7 MT Luxe + Кондиционер,725000,725003.9105529785
1527,2104,2001,бензин,1.5,71,механика,задний,зеленый,200000,левый,1 поколение,1.5 MT 21041 VF,25000,36154.46641540527
1530,2115 Самара,2006,бензин,1.5,76,механика,передний,серебристый,7000,левый,1 поколение,1.5i MT Базовая,79000,140694.0866394043
1531,2114 Самара,2008,бензин,1.6,81,механика,передний,черный,208200,левый,1 поколение,1.6 MT 21144-20-010,105000,137481.1852874756
1533,2104,2012,бензин,1.5,71,механика,задний,синий,99000,левый,1 поколение,1.5 MT5 21043,179900,196857.02700805664
1534,Веста,2020,бензин,1.6,113,вариатор,передний,черный,24500,левый,1 поколение,1.6 CVT Comfort + пакет Winter,1220000,1185478.8932037354
1537,2114 Самара,2012,бензин,1.6,89,механика,передний,серебристый,190000,левый,1 поколение,1.6 MT 211440-24,240000,226522.2555999756
1540,Ларгус,2014,бензин,1.6,84,механика,передний,белый,16600,левый,1 поколение,1.6 MT Standard 5 мест,675000,674999.9075927734
1543,4x4 2131 Нива,2016,бензин,1.7,83,механика,4WD,серый,165000,левый,1 поколение,1.7 MT Стандарт,430000,378663.2862701416
1544,Веста Кросс,2018,бензин,1.8,122,робот,передний,серый,52000,левый,1 поколение,1.8 AMT Luxe + пакет Multimedia,800000,1001165.5265655518
1546,Веста,2017,бензин,1.6,106,механика,передний,коричневый,48500,левый,1 поколение,1.6 MT Classic,765000,858095.8917999268
1549,2114 Самара,2008,бензин,1.6,81,механика,передний,черный,215000,левый,1 поколение,1.6 MT 21144-20-010,170000,136424.85791015625
1553,21099,2001,бензин,1.5,70,механика,передний,голубой,777,левый,1 поколение,1.5 MT 21099-02 Люкс,75000,98138.203125
1554,Веста Кросс,2019,бензин,1.6,113,вариатор,передний,серый,91060,левый,1 поколение,1.6 CVT Luxe + пакет Prestige,1060000,1140208.9951019287
1558,2104,1995,бензин,1.5,71,механика,задний,красный,67027,левый,1 поколение,1.5 MT5 21043,58000,75991.24131774902
1560,2115 Самара,2006,бензин,1.5,76,механика,передний,зеленый,327271,левый,1 поколение,1.5i MT Базовая,70000,88260.10272216797
1562,Гранта,2019,бензин,1.6,87,механика,передний,белый,7400,левый,"1 поколение, рестайлинг",1.6 MT Classic + пакет Optima,610000,666038.757598877
1564,2115 Самара,2006,бензин,1.5,76,механика,передний,зеленый,140000,левый,1 поколение,1.5i MT Базовая,127000,117351.20320129395
1565,21099,1997,бензин,1.5,72,механика,передний,золотистый,206000,левый,1 поколение,1.5 MT 21099-00 Стандарт,42000,47487.2472076416
1566,2114 Самара,2006,бензин,1.5,77,механика,передний,черный,220000,левый,1 поколение,1.5 MT Базовая,145000,118467.76211547852
1568,2106,1996,бензин,1.5,72,механика,задний,черный,4960,левый,1 поколение,1.5 MT 21065-01,39000,74693.20593261719
1572,2101,1975,бензин,1.3,64,механика,задний,бежевый,100000,левый,1 поколение,1.3 MT 21011,20000,65788.53099060059
1573,4x4 2121 Нива,1985,бензин,1.6,80,механика,4WD,оранжевый,150000,левый,1 поколение,1.6 MT Base,90000,215616.67163085938
1575,2112,2006,бензин,1.6,89,механика,передний,зеленый,184150,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,105000,107088.73896789551
1577,2115 Самара,2011,бензин,1.6,81,механика,передний,синий,160000,левый,1 поколение,1.6 MT 21154-30-010,215000,201098.51950073242
1578,4x4 Урбан,2020,бензин,1.7,83,механика,4WD,серый,13521,левый,"1 поколение, рестайлинг",1.7 MT Luxe 3 дв.,935000,959345.7498779297
1579,Гранта,2018,бензин,1.6,87,механика,передний,белый,75000,левый,"1 поколение, рестайлинг",1.6 MT Comfort,405000,612588.2870788574
1581,2112,2003,бензин,1.5,91,механика,передний,серебристый,294000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,67000,68653.87767028809
1582,4x4 2121 Нива,1995,бензин,1.7,80,механика,4WD,красный,160000,левый,1 поколение,1.7 MT,150000,163060.95904541016
1585,2109,1996,бензин,1.5,70,механика,передний,синий,98000,левый,"1 поколение, рестайлинг",1.5 MT Люкс,58000,41513.91059875488
1587,2114 Самара,2007,бензин,1.6,81,механика,передний,бежевый,200000,левый,1 поколение,1.6 MT 21144-22-010,135000,179329.3262939453
1588,Веста,2016,бензин,1.6,106,робот,передний,белый,85000,левый,1 поколение,1.6 MT Comfort,450000,449995.95516967773
1593,2106,1999,бензин,1.3,64,механика,задний,белый,77000,левый,1 поколение,1.3 MT 21063,80000,118668.76867675781
1594,2101,1980,бензин,1.3,64,механика,задний,оранжевый,68000,правый,1 поколение,1.3 MT ВАЗ-21012/Lada 1200,135000,187051.9156036377
1595,2114 Самара,2006,бензин,1.5,77,механика,передний,золотистый,110000,левый,1 поколение,1.5 MT Базовая,105000,124372.58012390137
1598,2115 Самара,2007,бензин,1.5,76,механика,передний,черный,200000,левый,1 поколение,1.5i MT Базовая,90000,129450.42779541016
1600,2114 Самара,2005,бензин,1.5,77,механика,передний,черный,55264,левый,1 поколение,1.5 MT Базовая,199000,136229.53186035156
1602,2102,1973,бензин,1.5,77,механика,задний,бежевый,50000,левый,1 поколение,1.5 MT 21023,50000,50003.431396484375
1604,2106,1997,бензин,1.6,75,механика,задний,зеленый,93654,левый,1 поколение,1.6 MT4 2106,47000,82974.21580505371
1606,Гранта,2020,бензин,1.6,87,механика,передний,белый,60700,левый,"1 поколение, рестайлинг",1.6 MT Classic,645000,619426.2370605469
1609,Гранта,2019,бензин,1.6,87,механика,передний,красный,72500,левый,"1 поколение, рестайлинг",1.6 MT Classic,580000,615006.1505279541
1610,Гранта,2015,бензин,1.6,82,механика,передний,синий,89000,левый,1 поколение,1.6 MT Стандарт,295000,307108.7602233887
1612,2106,1996,бензин,1.5,72,механика,задний,зеленый,48348,левый,1 поколение,1.5 MT5 21061,48000,47861.85009765625
1613,Гранта,2012,бензин,1.6,98,механика,передний,бордовый,130978,левый,1 поколение,1.6 MT Люкс 014,299999,299997.39825439453
1614,2112,2004,бензин,1.5,91,механика,передний,золотистый,200000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,85000,90810.61694335938
1616,21099,1997,бензин,1.5,70,механика,передний,красный,213666,левый,1 поколение,1.5 MT 21099-02 Люкс,65000,29211.494720458984
1618,2114 Самара,2005,бензин,1.5,77,механика,передний,черный,180000,левый,1 поколение,1.5 MT Базовая,135000,116852.75965881348
1619,Гранта,2019,бензин,1.6,98,АКПП,передний,белый,42000,левый,"1 поколение, рестайлинг",1.6 AT Comfort,740000,963996.254486084
1624,Ларгус,2019,бензин,1.6,87,механика,передний,белый,106000,левый,1 поколение,1.6 MT Kub,580000,740061.0330810547
1625,2115 Самара,2008,бензин,1.6,81,механика,передний,коричневый,120000,левый,1 поколение,1.6 MT 21154-22-010,149000,172195.90579223633
1626,4x4 2121 Нива,1997,бензин,1.7,79,механика,4WD,белый,206000,левый,1 поколение,1.7 MT,178000,158252.44290161133
1628,Гранта,2015,бензин,1.6,82,механика,передний,черный,130,левый,1 поколение,1.6 MT Стандарт,323000,343076.07194519043
1629,2114 Самара,2011,бензин,1.6,81,механика,передний,зеленый,177000,левый,1 поколение,1.6 MT 21144-30-010,180000,193113.2364807129
1630,Нива (2020-21 гг.),2020,бензин,1.7,80,механика,4WD,белый,30000,левый,1 поколение,1.7 MT Luxe,860000,860004.2587280273
1631,Гранта,2014,бензин,1.6,87,механика,передний,серебристый,144000,левый,1 поколение,1.6 MT Норма,300000,355802.7741241455
1632,Гранта,2021,бензин,1.6,90,механика,передний,коричневый,18000,левый,"1 поколение, рестайлинг",1.6 MT Comfort,850000,690746.7678375244
1633,Веста,2021,бензин,1.6,113,вариатор,передний,серый,44000,левый,1 поколение,1.6 CVT Comfort + пакет Winter EnjoY,1290000,1289993.577987671
1634,Приора,2010,бензин,1.6,98,механика,передний,черный,140000,левый,1 поколение,1.6 MT Люкс 21723-03-031,200000,199998.77447509766
1636,Гранта,2021,бензин,1.6,90,механика,передний,коричневый,15170,левый,"1 поколение, рестайлинг",1.6 MT Classic,750000,680145.5563049316
1638,2109,1988,бензин,1.3,64,механика,передний,белый,118000,левый,1 поколение,1.3 MT,78000,27959.5721282959
1639,2114 Самара,2010,бензин,1.6,81,механика,передний,зеленый,149298,левый,1 поколение,1.6 MT 21144-20-010,185000,148697.4735107422
1643,Гранта,2020,бензин,1.6,87,механика,передний,белый,22000,левый,"1 поколение, рестайлинг",1.6 MT Club,724000,723998.4420166016
1644,2114 Самара,2008,бензин,1.6,81,механика,передний,черный,199000,левый,1 поколение,1.6 MT 21144-22-010,90000,176717.47761535645
1646,4x4 2121 Нива,2010,бензин,1.7,80,механика,4WD,белый,115000,левый,1 поколение,1.7 MT Стандарт,260000,364426.3483276367
1650,2106,1995,бензин,1.5,72,механика,задний,белый,47581,левый,1 поколение,1.5 MT 21065-01,60000,40095.215744018555
1651,4x4 2121 Нива,1996,бензин,1.7,79,механика,4WD,синий,150000,левый,1 поколение,1.7 MT,170000,157109.32640075684
1655,Приора,2012,бензин,1.6,87,механика,передний,зеленый,171666,левый,1 поколение,1.6 МТ Стандарт 21702-20-040,189000,267875.9009399414
1656,2109,2002,бензин,1.5,78,механика,передний,черный,310000,левый,"1 поколение, рестайлинг",1.5i MT Стандарт,65000,60023.17124938965
1658,Гранта,2016,бензин,1.6,98,АКПП,передний,синий,70000,левый,1 поколение,1.6 AT Норма Комфорт,590000,589997.3468017578
1659,2109,1997,бензин,1.5,70,механика,передний,голубой,172000,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,100000,47691.419982910156
1661,2114 Самара,2013,бензин,1.6,81,механика,передний,черный,180000,левый,1 поколение,1.6 MT 21144-40-021,50000,191621.76628112793
1665,2109,1996,бензин,1.5,70,механика,передний,белый,77777,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,40000,44716.61755371094
1667,2115 Самара,2011,бензин,1.6,81,механика,передний,белый,110000,левый,1 поколение,1.6 MT 21154-22-010,100000,175653.05253601074
1669,Приора,2012,бензин,1.6,98,механика,передний,серый,140000,левый,1 поколение,1.6 MT Люкс 21723-23-041,310000,309998.4610595703
1671,4x4 2121 Нива,1997,бензин,1.7,79,механика,4WD,красный,120000,левый,1 поколение,1.7 MT,105000,176853.5223388672
1676,Приора,2012,бензин,1.6,87,механика,передний,серебристый,65000,левый,1 поколение,1.6 МТ Стандарт 21702-20-040,280000,287128.00131225586
1680,Веста,2018,бензин,1.6,106,робот,передний,серебристый,51900,левый,1 поколение,1.6 AMT Comfort + пакет Multimedia,755000,754995.4119720459
