Марка,Модель,Год выпуска,Двигатель,Мощность,КПП,Привод,Цвет,Пробег,Руль,Поколение,Комплектация,Цена
Лада,Приора,2010,"бензин, 1.6 л","80 л.с., налог",механика,передний,белый,112 846,левый,1 поколение,1.6 MT Стандарт 21702-00-010,195000
Лада,2105,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,0,26 000,0,1 поколение,1.6 MT 21054-30,115000
Лада,Веста,2018,"бензин, 1.6 л","106 л.с., налог",механика,передний,коричневый,100 479,левый,1 поколение,0,830000
Лада,Веста,2018,"бензин, 1.6 л","106 л.с., налог",робот,передний,белый,76 853,левый,1 поколение,0,820000
Лада,4x4 2121 Нива,1980,0,0,0,0,зеленый,125 000,левый,1 поколение,0,500000
Лада,2109,1997,"бензин, 1.5 л","70 л.с., налог",механика,передний,белый,100 000,левый,"1 поколение, рестайлинг",0,42000
Лада,2105,1996,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,15 000,0,1 поколение,1.5 MT5 21053,55000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серый,300 000,левый,1 поколение,1.5 MT Базовая,50000
Лада,2107,2004,"бензин, 1.5 л, ГБО","71 л.с., налог",механика,задний,синий,95 000,0,1 поколение,1.5 MT5 2107 ,75000
Лада,2106,2001,"бензин, 1.5 л","72 л.с., налог",механика,задний,фиолетовый,100 000,левый,1 поколение,0,60000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,0,97,0,1 поколение,0,115000
Лада,2115 Самара,2007,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,150 000,левый,1 поколение,1.5i MT Базовая,100000
Лада,4x4 2121 Нива,1990,"бензин, 1.6 л","73 л.с., налог",механика,4WD,белый,21 360,левый,1 поколение,1.6 MT Base,147000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,157 000,левый,1 поколение,1.6 MT 21144-30-010,175000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,бордовый,130 000,0,1 поколение,1.6 MT 21074-30-011,40000
Лада,2114 Самара,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,200 000,левый,1 поколение,0,135000
Лада,2111,2001,"бензин, 1.5 л","72 л.с., налог",механика,передний,голубой,222 500,левый,1 поколение,0,87000
Лада,2101,1978,"бензин, 1.3 л","64 л.с., налог",механика,задний,желтый,60 000,левый,1 поколение,1.3 MT 21011,90000
Лада,Ларгус,2019,"бензин, 1.6 л","106 л.с., налог",механика,передний,бежевый,53 900,левый,1 поколение,1.6 MT Luxe 5 мест,600000
Лада,2110,2003,"бензин, 1.5 л","72 л.с., налог",механика,передний,синий,120 000,0,1 поколение,1.5 MT 21102,139000
Лада,Гранта,2017,"бензин, 1.6 л","87 л.с., налог",механика,передний,голубой,25 000,левый,1 поколение,0,570000
Лада,Гранта,2019,"бензин, 1.6 л","106 л.с., налог",робот,передний,белый,17 384,левый,"1 поколение, рестайлинг",0,646800
Лада,Веста,2019,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,119 418,левый,1 поколение,0,654000
Лада,2107,2008,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,82 000,0,1 поколение,1.6 MT 21074-40-015,125000
Лада,2115 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,180 000,левый,1 поколение,0,185000
Лада,2114 Самара,2005,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,120 000,левый,1 поколение,1.5 MT Базовая,120000
Лада,Веста,2017,"бензин, 1.6 л","106 л.с., налог",механика,передний,зеленый,93 257,левый,1 поколение,0,610000
Лада,Калина Кросс,2015,"бензин, 1.6 л","87 л.с., налог",механика,передний,оранжевый,99 000,0,1 поколение,1.6 MT Норма,487000
Лада,2104,2012,"бензин, 1.6 л","74 л.с., налог",механика,задний,серый,42 060,левый,1 поколение,1.6 MT 21041,250000
Лада,4x4 2121 Нива,1995,"бензин, 1.7 л","80 л.с., налог",механика,4WD,белый,50 000,левый,1 поколение,1.7 MT,230000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,265 030,левый,1 поколение,1.6 MT Люкс 21723-01-018,200000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,178 000,левый,1 поколение,0,155000
Лада,Веста,2020,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,серый,44 000,левый,1 поколение,1.6 CVT Comfort + пакет Winter,1190000
Лада,2114 Самара,2012,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,160 000,левый,1 поколение,1.6 MT 211440-24,235000
Лада,Х-рей,2017,"бензин, 1.6 л, ГБО","106 л.с., налог",механика,передний,белый,77 000,левый,1 поколение,0,650000
Лада,Калина,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,синий,107 500,0,1 поколение,1.6 MT Стандарт 11173-41-040,340000
Лада,2109,2000,"бензин, 1.5 л","72 л.с., налог",механика,передний,синий,109 996,левый,"1 поколение, рестайлинг",1.5i MT Люкс,50000
Лада,Гранта Кросс,2019,"бензин, 1.6 л","106 л.с., налог",робот,передний,белый,31 000,левый,1 поколение,1.6 AMT Luxe,815000
Лада,2111,2001,"бензин, 1.5 л","72 л.с., налог",механика,передний,зеленый,250 000,левый,1 поколение,1.5 MT Стандарт,45000
Лада,2106,2002,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,37 000,левый,0,0,100000
Лада,2107,2004,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,100 000,0,1 поколение,0,95000
Лада,4x4 2131 Нива,2000,"бензин, 1.7 л","79 л.с., налог",механика,4WD,голубой,74 000,левый,1 поколение,1.7 MT Стандарт-2131,220000
Лада,Гранта,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,15 000,левый,"1 поколение, рестайлинг",1.6 MT Classic,593000
Лада,Приора,2014,"бензин, 1.6 л","106 л.с., налог",механика,передний,черный,160 000,левый,"1 поколение, рестайлинг",0,450000
Лада,Калина,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,241 000,0,1 поколение,1.6 MT Норма 11173-40-040,240000
Лада,2115 Самара,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,синий,356 770,левый,1 поколение,0,95000
Лада,2111,2001,"бензин, 1.6 л","82 л.с., налог",механика,передний,серебристый,77 000,левый,1 поколение,0,155000
Лада,2115 Самара,2009,"бензин, 1.6 л","81 л.с., налог",механика,передний,серый,203 000,левый,1 поколение,1.6 MT 21154-22-010,150000
Лада,2114 Самара,2008,"бензин, 1.6 л","81 л.с., налог",механика,передний,0,185 323,левый,1 поколение,0,63000
Лада,4x4 2121 Нива,2020,"бензин, 1.7 л","83 л.с., налог",механика,4WD,серый,6 500,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,2000000
Лада,Гранта,2016,"бензин, 1.6 л","87 л.с., налог",механика,передний,коричневый,76 500,левый,1 поколение,0,380000
Лада,2102,1974,"бензин, 1.2 л","59 л.с., налог",механика,задний,зеленый,120 000,левый,1 поколение,1.2 MT 21021-01,200000
Лада,Ларгус Кросс,2018,"бензин, 1.6 л","106 л.с., налог",механика,передний,серый,220 000,левый,1 поколение,1.6 MT Luxe 5 мест,600000
